,User,Tweet,Date,Compound,Positive,Neutral,Negative,Tweets Ago
405,@nytimes,Planning a trip to Memphis? Here's what you should bring. https://t.co/mXqFo0yzG6,Mon Mar 26 23:02:04 +0000 2018,0.0,0.0,1.0,0.0,5
406,@nytimes,Evening Briefing: Here's what you need to know at the end of the day https://t.co/FmmZKTkugK,Mon Mar 26 22:45:06 +0000 2018,0.0,0.0,1.0,0.0,6
407,@nytimes,"“This is a deplorable way to treat a veteran who risked his life in combat for our nation,” Senator Tammy Duckworth… https://t.co/GNFXVeadzt",Mon Mar 26 22:32:03 +0000 2018,-0.1531,0.113,0.708,0.179,7
408,@nytimes,A sprawling exhibition in Amsterdam looks at how a fascination with Japan shaped van Gogh's work https://t.co/bdRjmcrJEl,Mon Mar 26 22:17:03 +0000 2018,0.4939,0.186,0.814,0.0,8
409,@nytimes,"RT @jeligon: .@es_snipes fought vigorously for black lives. What did the movement do to support her? Not enough, friends say. https://t.co/…",Mon Mar 26 21:47:02 +0000 2018,0.6124,0.274,0.639,0.086,9
410,@nytimes,Here's how to create your own support system when you don't have a spouse or kids to fall back on https://t.co/OtWwllbDnF,Mon Mar 26 21:32:07 +0000 2018,0.5859,0.211,0.789,0.0,10
411,@nytimes,One NYT reader's reaction to President Trump expelling 60 Russians and closing a consulate in response to the poiso… https://t.co/LQXzs3DbW7,Mon Mar 26 21:17:06 +0000 2018,-0.3818,0.0,0.874,0.126,11
412,@nytimes,"RT @poniewozik: The new Roseanne has its limits, but it's a revival with more reason for existing than ""Eh, why not?"" https://t.co/jKTC30dG…",Mon Mar 26 21:00:13 +0000 2018,0.0,0.0,1.0,0.0,12
413,@nytimes,"RT @NYTScience: Sometime in the next week, a 9.4-ton Chinese space station is expected to come hurtling back to earth. But you probably hav…",Mon Mar 26 20:50:05 +0000 2018,-0.34,0.0,0.902,0.098,13
414,@nytimes,A fatal helicopter crash in New York’s East River may have been caused by a passenger’s harness accidentally trippi… https://t.co/Y33509wC43,Mon Mar 26 20:41:03 +0000 2018,-0.8225,0.0,0.636,0.364,14
415,@nytimes,The lawyer for the Pulse gunman’s widow wants the case against her thrown out after it was revealed that the gunman… https://t.co/ddOF0vInOO,Mon Mar 26 20:30:05 +0000 2018,0.0,0.0,1.0,0.0,15
416,@nytimes,"The “60 Minutes” interview of Stormy Daniels drew 22 million viewers, more than this year’s Grammys (19.8 million)… https://t.co/eaq4o6bsAY",Mon Mar 26 20:20:05 +0000 2018,0.0,0.0,1.0,0.0,16
417,@nytimes,"Review: ""Angels in America,"" starring Andrew Garfield and Nathan Lane, is ""flat-out fabulous"" https://t.co/QNh39X6QwQ",Mon Mar 26 20:10:03 +0000 2018,0.5267,0.207,0.793,0.0,17
418,@nytimes,"RT @nytimesarts: The diverse and strongly-reviewed ""One Day at a Time"" has been renewed for a third season on Netflix https://t.co/A9Rjr0qd…",Mon Mar 26 19:50:01 +0000 2018,0.0,0.0,1.0,0.0,18
419,@nytimes,New Orleans Saints cheerleaders have to leave a restaurant if a player comes in. A cheerleader is challenging such… https://t.co/PUJaP3jtoZ,Mon Mar 26 19:40:04 +0000 2018,0.5423,0.286,0.653,0.06,19
420,@nytimes,RT @poniewozik: Stormy Daniels spanked Donald Trump with a network newsmagazine. https://t.co/prQASw7buB,Mon Mar 26 19:30:05 +0000 2018,0.0,0.0,1.0,0.0,20
421,@nytimes,The Democratic primary for governor may be less than a week old but the battle between Gov. Cuomo and Cynthia Nixon… https://t.co/7JGUwM3CeI,Mon Mar 26 19:20:01 +0000 2018,-0.5267,0.0,0.855,0.145,21
422,@nytimes,Some of the children trapped by the fire sent farewell messages through their social media accounts. Many were repo… https://t.co/yzbFWU01nz,Mon Mar 26 19:10:03 +0000 2018,-0.7003,0.0,0.756,0.244,22
423,@nytimes,RT @bydanielvictor: Here's what the Saints require cheerleaders to do to “protect” themselves from players  https://t.co/61MXS7G0kS https:/…,Mon Mar 26 19:03:10 +0000 2018,0.296,0.121,0.879,0.0,23
424,@nytimes,Is Kim Jong-un visiting China? A video that appears to show an old-style green train arriving in Beijing is fueling… https://t.co/tUiZEF9TtH,Mon Mar 26 19:00:09 +0000 2018,0.0,0.0,1.0,0.0,24
425,@nytimes,"Facebook’s privacy practices are being investigated by the Federal Trade Commission, the government agency confirmed https://t.co/EOcXizO8l4",Mon Mar 26 18:44:40 +0000 2018,0.0,0.0,1.0,0.0,25
426,@nytimes,"RT @nytopinion: A bill in Ohio would ban all abortions, full stop. It's part of a larger strategy to make abortions impossible to obtain fo…",Mon Mar 26 18:30:06 +0000 2018,-0.7003,0.0,0.784,0.216,26
427,@nytimes,How to care for your skin — while you sleep https://t.co/uoXLBtptOT,Mon Mar 26 18:20:04 +0000 2018,0.4939,0.262,0.738,0.0,27
428,@nytimes,"RT @TimHerrera: Hearing — and giving — criticism is super hard! Here's why that is, and some ideas to make it go down easier  https://t.co/…",Mon Mar 26 18:10:07 +0000 2018,0.7263,0.296,0.568,0.136,28
429,@nytimes,"You know Sister Jean. Meet Father Rob.
https://t.co/B7m8sZnhju https://t.co/eG4Yo2LcQS",Mon Mar 26 18:00:19 +0000 2018,-0.5574,0.0,0.69,0.31,29
430,@nytimes,"After 61 weeks in the White House, President Trump has found 2 people he won’t attack on Twitter: Stormy Daniels an… https://t.co/31KHgrUsMn",Mon Mar 26 17:50:07 +0000 2018,-0.4767,0.0,0.866,0.134,30
431,@nytimes,"RT @jeligon: Erica Garner. MarShawn McCarrel. Darren Seals. Muhiyidin Moye. Edward Crawford. Black Lives Matter activists have died young,…",Mon Mar 26 17:40:05 +0000 2018,-0.5423,0.051,0.783,0.166,31
432,@nytimes,What we know (and don’t know) about how to lose weight https://t.co/t1b13HuoVg,Mon Mar 26 17:30:03 +0000 2018,-0.4019,0.0,0.803,0.197,32
433,@nytimes,"14 European nations joined the U.S. and Canada in expelling scores of Russian diplomats. They include Germany, Fran… https://t.co/GF3XQdxSO6",Mon Mar 26 17:20:10 +0000 2018,-0.3818,0.0,0.874,0.126,33
434,@nytimes,"Louis Vuitton’s new artistic director for men’s wear is Virgil Abloh, a creative director for Kanye West who will b… https://t.co/MrunGSyo65",Mon Mar 26 17:10:13 +0000 2018,0.4404,0.132,0.868,0.0,34
435,@nytimes,"RT @EnnisNYT: “If a Saints cheerleader enters a restaurant and a player is already there, she must leave. If a cheerleader is in a restaura…",Mon Mar 26 17:00:05 +0000 2018,0.3818,0.173,0.773,0.055,35
436,@nytimes,"Meet Tess, seeker of alien worlds https://t.co/oHJWlGO1Rl https://t.co/8mxz1duFIt",Mon Mar 26 16:50:10 +0000 2018,0.0,0.0,1.0,0.0,36
437,@nytimes,"Others have come at President Trump with indignation, righteousness and appeals to decency. Stormy Daniels swatted… https://t.co/CfNLtGFM7E",Mon Mar 26 16:40:08 +0000 2018,-0.5267,0.0,0.825,0.175,37
438,@nytimes,"RT @nytgraphics: In the upcoming midterm elections, the math favors the Democrats: 41 competitive House seats are held by Republicans, 7 by…",Mon Mar 26 16:30:11 +0000 2018,0.4019,0.163,0.837,0.0,38
439,@nytimes,"A grocery war is raging across the United States. At stake is not only the price of toothpaste and bananas, but the… https://t.co/QgbM6XsJsS",Mon Mar 26 16:20:08 +0000 2018,-0.4118,0.074,0.744,0.182,39
440,@nytimes,"Stormy Daniels told ""60 Minutes"" that in 2011 a man threatened her if she spoke of her affair with Donald Trump. He… https://t.co/bRwDEto0DI",Mon Mar 26 16:10:07 +0000 2018,-0.4588,0.0,0.875,0.125,40
441,@nytimes,"RT @kimseverson: Marijuana is coming to a tiny, dying Southern town and @RichardFausset writes about it brilliantly. (You'll learn a lot ab…",Mon Mar 26 16:00:20 +0000 2018,0.6124,0.174,0.826,0.0,41
442,@nytimes,"Remington, one of the oldest firearm manufacturers in the United States, has filed for bankruptcy amid mounting deb… https://t.co/ISZZI0Dy5c",Mon Mar 26 15:50:09 +0000 2018,0.4215,0.135,0.865,0.0,42
443,@nytimes,The Trump administration appears to be using steel and aluminum tariffs as a bargaining chip in trade negotiations.… https://t.co/uzd6BHtlAY,Mon Mar 26 15:40:04 +0000 2018,0.0,0.0,1.0,0.0,43
444,@nytimes,Jim Mattis was dismissed as a warmonger during the Obama presidency. Now the defense secretary may be the only reli… https://t.co/E3PzoTetXn,Mon Mar 26 15:30:11 +0000 2018,-0.5267,0.064,0.769,0.167,44
445,@nytimes,"RT @lauriegnyt: In the Philippines, divorce is illegal. The result? Many don’t marry at all. Mistresses are common. Women can’t remarry eve…",Mon Mar 26 15:20:04 +0000 2018,-0.5574,0.0,0.854,0.146,45
446,@nytimes,"At least 64 people, many of them children, died when a fire burned through a shopping mall in the Siberian city of… https://t.co/qk5RExZOCt",Mon Mar 26 15:10:09 +0000 2018,-0.7184,0.0,0.76,0.24,46
447,@nytimes,"In Opinion

Op-Ed contributor @krista_r_burton writes: ""Why do people perform their relationships online? Who is it… https://t.co/Zk3OFBGJVd",Mon Mar 26 15:00:32 +0000 2018,0.0,0.0,1.0,0.0,47
448,@nytimes,"Making the dogs of ""Isle of Dogs"" https://t.co/AFMZN3lboV",Mon Mar 26 14:44:01 +0000 2018,0.0,0.0,1.0,0.0,48
449,@nytimes,"The U.S. military carried out its first ever drone strike against Qaeda militants in southern Libya this weekend, s… https://t.co/v4vXQHVWiv",Mon Mar 26 14:30:08 +0000 2018,-0.128,0.0,0.927,0.073,49
450,@nytimes,"In Opinion

Op-Ed contributor @KadriLiik writes: ""Patriotic hackers"" or ""patriotic trolls"" can act independently, b… https://t.co/PAkoNOwnhQ",Mon Mar 26 14:16:04 +0000 2018,0.0,0.0,1.0,0.0,50
451,@nytimes,"Photos from the ""March for Our Lives"" protests around the world https://t.co/F3RzR8XKv5",Mon Mar 26 14:00:17 +0000 2018,-0.2263,0.0,0.853,0.147,51
452,@nytimes,"Along with the long hours, constant confrontation and frequent heartbreak they experience, activists work for littl… https://t.co/CDGkmORA79",Mon Mar 26 13:45:09 +0000 2018,-0.7184,0.0,0.714,0.286,52
453,@nytimes,"The expulsions are the toughest action taken against the Kremlin by President Trump, who has been criticized for no… https://t.co/aoAH6cBPlF",Mon Mar 26 13:30:02 +0000 2018,-0.4215,0.0,0.826,0.174,53
454,@nytimes,Why it's so hard to hear negative feedback https://t.co/qsrGlmRdjL,Mon Mar 26 13:15:06 +0000 2018,-0.6774,0.0,0.557,0.443,54
455,@nytimes,Breaking News: President Trump expelled 60 Russians and closed a consulate in response to the poisoning of an ex-sp… https://t.co/7e9m5e6jJ0,Mon Mar 26 13:05:43 +0000 2018,-0.7003,0.0,0.746,0.254,55
456,@nytimes,Morning Briefing: Here's what you need to know to start your day https://t.co/zMGebRtRjr https://t.co/FKDXtWtmIB,Mon Mar 26 13:00:23 +0000 2018,0.0,0.0,1.0,0.0,56
457,@nytimes,"RT @NYTSports: EXCLUSIVE: The story of the man who, investigators say, shipped performance-enhancing drugs to more than 8,000 people. https…",Mon Mar 26 12:49:04 +0000 2018,0.3034,0.105,0.895,0.0,57
458,@nytimes,"A boy was decapitated when he hit a metal pole on a water slide in Kansas. In an indictment, the authorities said t… https://t.co/uQQtO9gWpy",Mon Mar 26 12:46:06 +0000 2018,0.0,0.0,1.0,0.0,58
459,@nytimes,RT @nickconfessore: NEW from @ddknyt: How a Cambridge Analytica-linked company was allegedly used by Leave campaigners to evade British ele…,Mon Mar 26 12:28:01 +0000 2018,-0.0516,0.0,0.938,0.062,59
460,@nytimes,The commitment of the young march organizers to keep the gun issue front and center makes it unlikely to fade befor… https://t.co/XsMmV4ze6i,Mon Mar 26 12:16:02 +0000 2018,0.0516,0.104,0.8,0.096,60
461,@nytimes,"Your daily @DealBook Briefing:

• Tim Cook thinks regulation of Facebook is inevitable.

• The U.S. and China are h… https://t.co/dg46i8dDNg",Mon Mar 26 12:00:02 +0000 2018,0.0,0.0,1.0,0.0,61
462,@nytimes,"The NYT review of ""Angels in America"" https://t.co/zn95dEloPu",Mon Mar 26 11:40:04 +0000 2018,0.0,0.0,1.0,0.0,62
463,@nytimes,"Richard Grenell was nominated by President Trump last year for the ambassadorship to Germany, becoming the presiden… https://t.co/teGrwv0JuJ",Mon Mar 26 11:30:05 +0000 2018,0.0,0.0,1.0,0.0,63
464,@nytimes,"Stormy Daniels told ""60 Minutes"" that a man threatened her after she agreed to a tell a magazine about an affair wi… https://t.co/yZkCW9Re0R",Mon Mar 26 11:15:05 +0000 2018,-0.2263,0.091,0.779,0.13,64
465,@nytimes,"Elliott Broidy, an investor and a defense contractor, marketed his connection to President Trump to politicians and… https://t.co/TUkXBvTM1O",Mon Mar 26 11:00:13 +0000 2018,0.128,0.086,0.914,0.0,65
466,@nytimes,"Students on the South Side of Chicago joined protests spurred by the Florida school shooting, but they also felt fr… https://t.co/Y3MMdwIuLQ",Mon Mar 26 10:51:03 +0000 2018,-0.1154,0.0,0.932,0.068,66
467,@nytimes,A Cambridge Analytica-linked company was allegedly used by pro-Brexit campaigners to evade British election spendin… https://t.co/iqoSk8IFra,Mon Mar 26 10:40:08 +0000 2018,0.0,0.0,1.0,0.0,67
468,@nytimes,President Trump is struggling to find any top lawyers willing to represent him as he faces a critical decision: whe… https://t.co/pUkBPPxSib,Mon Mar 26 10:30:07 +0000 2018,-0.5106,0.075,0.711,0.213,68
469,@nytimes,Morning Briefing: Here's what you need to know to start your day https://t.co/CCJomcKOwn https://t.co/p5MoJoRG12,Mon Mar 26 10:00:14 +0000 2018,0.0,0.0,1.0,0.0,69
470,@nytimes,"Saudi Arabia said its air defenses destroyed 7 ballistic missiles late Sunday, fired from neighboring Yemen and tar… https://t.co/yq8WvWaOhs",Mon Mar 26 10:00:12 +0000 2018,-0.7269,0.072,0.638,0.289,70
471,@nytimes,"RT @nytimesarts: The bassist Buell Neidlinger is dead at 82. He had a founding role in free jazz, played alongside Cecil Taylor, performed…",Mon Mar 26 09:45:03 +0000 2018,0.1027,0.197,0.655,0.148,71
472,@nytimes,How Stephanie Gregory became Stormy Daniels https://t.co/NdkOuMtsqA,Mon Mar 26 09:30:10 +0000 2018,0.0,0.0,1.0,0.0,72
473,@nytimes,"Around 30,000 North Koreans have successfully defected to the South. But under the reign of Kim Jong-un, far fewer… https://t.co/LLApjNzHuR",Mon Mar 26 09:15:08 +0000 2018,0.128,0.134,0.753,0.113,73
474,@nytimes,"RT @nytimesarts: This week’s episode of ""The Walking Dead"" brought several long-percolating situations to a head. Its characters will be so…",Mon Mar 26 09:00:07 +0000 2018,-0.6486,0.0,0.815,0.185,74
475,@nytimes,"""I feel elated."" Virgil Abloh becomes Louis Vuitton's first African-American artistic director. https://t.co/qssrU8SvL0",Mon Mar 26 08:45:08 +0000 2018,0.0,0.0,1.0,0.0,75
476,@nytimes,"Audit your Facebook apps, audit your Facebook privacy settings, and 5 other tips for protecting your data on Facebo… https://t.co/yifXUnms3s",Mon Mar 26 08:30:12 +0000 2018,0.0,0.0,1.0,0.0,76
477,@nytimes,"Stormy Daniels told ""60 Minutes"" that in 2011 a man threatened her if she spoke of her affair with Donald Trump. He… https://t.co/VIZOUzq9ze",Mon Mar 26 08:15:04 +0000 2018,-0.4588,0.0,0.875,0.125,77
478,@nytimes,"Carles Puigdemont, the former leader of Catalonia wanted in Spain on rebellion charges, was detained in Germany on… https://t.co/plv9SIud1j",Mon Mar 26 08:00:06 +0000 2018,-0.6486,0.0,0.717,0.283,78
479,@nytimes,"""The preliminary version is that one of the children had a lighter,"" a Russian official said. ""The fire started fro… https://t.co/FTGwC0QeUb",Mon Mar 26 07:46:02 +0000 2018,-0.34,0.0,0.882,0.118,79
480,@nytimes,RT @nytimesworld: “It is fair to say today that every single girl and boy in Yemen is facing acute humanitarian needs” https://t.co/02tQfP9…,Mon Mar 26 07:18:37 +0000 2018,0.3182,0.099,0.901,0.0,80
481,@nytimes,Ask Well: Am I Contagious? https://t.co/JRyzRuCAnQ,Mon Mar 26 07:08:33 +0000 2018,-0.0772,0.28,0.4,0.32,81
482,@nytimes,This is a story about dogs at the movies https://t.co/7ul4HWgd2W https://t.co/yJIgSD2vL4,Mon Mar 26 06:52:38 +0000 2018,0.0,0.0,1.0,0.0,82
483,@nytimes,"Meet Chad Veach, a preacher who started his congregation in a West Hollywood nightclub and gets tattoos with Justin… https://t.co/1zSsXcBhqq",Mon Mar 26 06:38:27 +0000 2018,0.0,0.0,1.0,0.0,83
484,@nytimes,New York City’s subway hit a new low in January: Just 58.1% of weekday trains arrived on time. The MTA blamed bad w… https://t.co/plBszzGbQx,Mon Mar 26 06:22:10 +0000 2018,-0.8271,0.0,0.697,0.303,84
485,@nytimes,"The 1900 Games were the first Olympics in which women were allowed to compete. They took part in 5 sports: golf, te… https://t.co/qHVh7STtAh",Mon Mar 26 06:07:01 +0000 2018,0.0,0.0,1.0,0.0,85
486,@nytimes,"Modern Love: If I couldn’t find Mr. Right, what about Mr. Quasi-Right augmented by a few others? https://t.co/PlXaGwe4x9",Mon Mar 26 05:47:31 +0000 2018,0.6369,0.219,0.781,0.0,86
487,@nytimes,"Stormy Daniels told ""60 Minutes"" that in 2011 a man threatened her if she spoke of her affair with Donald Trump. He… https://t.co/7GjEWsT3yt",Mon Mar 26 05:31:24 +0000 2018,-0.4588,0.0,0.875,0.125,87
488,@nytimes,"The 6-inch-long skeleton has 10 ribs, giant eye sockets and a long skull that ends in a point. It is not an alien. https://t.co/RtMDxfYs6v",Mon Mar 26 05:13:35 +0000 2018,0.0,0.0,1.0,0.0,88
489,@nytimes,"11 great titles expiring from Netflix in April
https://t.co/OX1bbKT2th",Mon Mar 26 04:59:28 +0000 2018,0.6249,0.339,0.661,0.0,89
490,@nytimes,"“Cancer crushes hope, leaving a wasteland of grief, depression, despair and a sense of unending futility,” Julie Yi… https://t.co/cbDpyAGmKe",Mon Mar 26 04:43:56 +0000 2018,-0.8481,0.107,0.444,0.448,90
491,@nytimes,Louis Vuitton Names Virgil Abloh as Its New Men’s Wear Designer https://t.co/v4BMrkReWn,Mon Mar 26 04:28:25 +0000 2018,0.0,0.0,1.0,0.0,91
492,@nytimes,"Audit your Facebook apps, audit your Facebook privacy settings, and 5 other tips for protecting your data on Facebo… https://t.co/m2n9Vdcp53",Mon Mar 26 04:18:25 +0000 2018,0.0,0.0,1.0,0.0,92
493,@nytimes,"Floating between California and Hawaii, the ""Great Pacific Garbage Patch"" is up to 16 times bigger than previously… https://t.co/dxoWTzZ9z1",Mon Mar 26 04:00:30 +0000 2018,0.6249,0.186,0.814,0.0,93
494,@nytimes,"President Trump won't be hiring 2 lawyers he named just days ago in the Mueller inquiry, indicating new upheaval on… https://t.co/8oaldzCsnO",Mon Mar 26 03:44:37 +0000 2018,0.0,0.0,1.0,0.0,94
495,@nytimes,"Remington, Centuries-Old Gun Maker, Files for Bankruptcy as Sales Slow https://t.co/5TYhvJKmNc",Mon Mar 26 03:27:57 +0000 2018,-0.34,0.0,0.806,0.194,95
496,@nytimes,"If you liked Kim Kardashian on Facebook, researchers can tell how extroverted (very), conscientious (more than most… https://t.co/DkIybS0c5q",Mon Mar 26 03:14:34 +0000 2018,0.4215,0.141,0.859,0.0,96
497,@nytimes,"Elliott Broidy, an investor and a defense contractor, marketed his connection to President Trump to politicians and… https://t.co/QLoVPIzSEM",Mon Mar 26 02:57:04 +0000 2018,0.128,0.086,0.914,0.0,97
498,@nytimes,"These photos ""reflect an American truth: The fury and debate over immigration to the United States appears to be go… https://t.co/sJPDGHWmov",Mon Mar 26 02:39:02 +0000 2018,0.1027,0.19,0.672,0.138,98
499,@nytimes,"The March for Our Lives demonstrations ultimately represented twin triumphs: of organic, youthful grass-roots energ… https://t.co/m9ne3abfKG",Mon Mar 26 02:25:03 +0000 2018,0.6486,0.275,0.725,0.0,99
